"constituency","Median_Age","Party","election","Classification","Total_Rural_Population","Total_Urban_Population","Total_Population","Higher_Managerial","Lower_Managerial","Intermediate_Occupations","Small_Employers","Lower_Supervisory","Semi_Routine","Routine_Occupations","Never_Worked","Long_Term_Unemployed","Full_Time_Students_Employed","Full_Time_Students_Unemployed","Full_Time_Students_Inactive","overall_weather_std","lib_share","lab_share","oth_share","con_share","mean_environmental_mentions","Total_Students_Count"
"streatham",32," UK Independence Party","2015","Predominantly Urban",0,115046,115046,13517,24305,9700,8109,4560,7838,6635,4566,2029,2261,689,3202,4.45981251218765,0.09,0.53,0.129,0.251,3.36585365853659,6152
"streatham",32," Green Party","2015","Predominantly Urban",0,115046,115046,13517,24305,9700,8109,4560,7838,6635,4566,2029,2261,689,3202,4.45981251218765,0.09,0.53,0.129,0.251,3.36585365853659,6152
"streatham",32," Labour Party","2015","Predominantly Urban",0,115046,115046,13517,24305,9700,8109,4560,7838,6635,4566,2029,2261,689,3202,4.45981251218765,0.09,0.53,0.129,0.251,3.36585365853659,6152
"streatham",32," Labour Party","2017","Predominantly Urban",0,115046,115046,13517,24305,9700,8109,4560,7838,6635,4566,2029,2261,689,3202,4.45981251218765,0.065,0.685,0.037,0.214,3.36585365853659,6152
"streatham",32," Green Party","2017","Predominantly Urban",0,115046,115046,13517,24305,9700,8109,4560,7838,6635,4566,2029,2261,689,3202,4.45981251218765,0.065,0.685,0.037,0.214,3.36585365853659,6152
"streatham",32," Conservative Party","2017","Predominantly Urban",0,115046,115046,13517,24305,9700,8109,4560,7838,6635,4566,2029,2261,689,3202,4.45981251218765,0.065,0.685,0.037,0.214,3.36585365853659,6152
"streatham",32," Liberal Democrats","2017","Predominantly Urban",0,115046,115046,13517,24305,9700,8109,4560,7838,6635,4566,2029,2261,689,3202,4.45981251218765,0.065,0.685,0.037,0.214,3.36585365853659,6152
"streatham",32," Liberal Democrats","2019","Predominantly Urban",0,115046,115046,13517,24305,9700,8109,4560,7838,6635,4566,2029,2261,689,3202,4.45981251218765,0.235,0.548,0.056,0.16,3.36585365853659,6152
"streatham",32," Labour Party","2019","Predominantly Urban",0,115046,115046,13517,24305,9700,8109,4560,7838,6635,4566,2029,2261,689,3202,4.45981251218765,0.235,0.548,0.056,0.16,3.36585365853659,6152
"sittingbourne and sheppey",40," Labour Party","2010","Predominantly Rural",24132,83973,108105,5363,14148,11237,8310,6710,12136,11268,3307,1501,874,187,1040,15.0414871801295,NA,NA,NA,NA,2.48,2101
"sittingbourne and sheppey",40," Liberal Democrats","2010","Predominantly Rural",24132,83973,108105,5363,14148,11237,8310,6710,12136,11268,3307,1501,874,187,1040,15.0414871801295,NA,NA,NA,NA,2.48,2101
"sittingbourne and sheppey",40," UK Independence Party","2010","Predominantly Rural",24132,83973,108105,5363,14148,11237,8310,6710,12136,11268,3307,1501,874,187,1040,15.0414871801295,NA,NA,NA,NA,2.48,2101
"sittingbourne and sheppey",40," Conservative Party","2010","Predominantly Rural",24132,83973,108105,5363,14148,11237,8310,6710,12136,11268,3307,1501,874,187,1040,15.0414871801295,NA,NA,NA,NA,2.48,2101
"sittingbourne and sheppey",40," UK Independence Party","2015","Predominantly Rural",24132,83973,108105,5363,14148,11237,8310,6710,12136,11268,3307,1501,874,187,1040,15.0414871801295,NA,NA,NA,NA,2.48,2101
"sittingbourne and sheppey",40," Conservative Party","2017","Predominantly Rural",24132,83973,108105,5363,14148,11237,8310,6710,12136,11268,3307,1501,874,187,1040,15.0414871801295,NA,NA,NA,NA,2.48,2101
"sittingbourne and sheppey",40," Labour Party","2017","Predominantly Rural",24132,83973,108105,5363,14148,11237,8310,6710,12136,11268,3307,1501,874,187,1040,15.0414871801295,NA,NA,NA,NA,2.48,2101
"sittingbourne and sheppey",40," Liberal Democrats","2017","Predominantly Rural",24132,83973,108105,5363,14148,11237,8310,6710,12136,11268,3307,1501,874,187,1040,15.0414871801295,NA,NA,NA,NA,2.48,2101
"sittingbourne and sheppey",40," Conservative Party","2019","Predominantly Rural",24132,83973,108105,5363,14148,11237,8310,6710,12136,11268,3307,1501,874,187,1040,15.0414871801295,NA,NA,NA,NA,2.48,2101
"sittingbourne and sheppey",40," Green Party","2019","Predominantly Rural",24132,83973,108105,5363,14148,11237,8310,6710,12136,11268,3307,1501,874,187,1040,15.0414871801295,NA,NA,NA,NA,2.48,2101
"sittingbourne and sheppey",40," Liberal Democrats","2019","Predominantly Rural",24132,83973,108105,5363,14148,11237,8310,6710,12136,11268,3307,1501,874,187,1040,15.0414871801295,NA,NA,NA,NA,2.48,2101
"sittingbourne and sheppey",40," Labour Party","2019","Predominantly Rural",24132,83973,108105,5363,14148,11237,8310,6710,12136,11268,3307,1501,874,187,1040,15.0414871801295,NA,NA,NA,NA,2.48,2101
"sherwood",42," Conservative Party","2010","Predominantly Rural",53858,40352,94210,5532,13569,9147,6201,6132,11155,10576,1937,1056,826,160,784,14.074033727725,0.149,0.388,0.071,0.392,1.375,1770
"sherwood",42," Labour Party","2010","Predominantly Rural",53858,40352,94210,5532,13569,9147,6201,6132,11155,10576,1937,1056,826,160,784,14.074033727725,0.149,0.388,0.071,0.392,1.375,1770
"sherwood",42," UK Independence Party","2010","Predominantly Rural",53858,40352,94210,5532,13569,9147,6201,6132,11155,10576,1937,1056,826,160,784,14.074033727725,0.149,0.388,0.071,0.392,1.375,1770
"sherwood",42," Conservative Party","2019","Predominantly Rural",53858,40352,94210,5532,13569,9147,6201,6132,11155,10576,1937,1056,826,160,784,14.074033727725,0.055,0.301,0.036,0.608,1.375,1770
"sherwood",42," Labour Party","2019","Predominantly Rural",53858,40352,94210,5532,13569,9147,6201,6132,11155,10576,1937,1056,826,160,784,14.074033727725,0.055,0.301,0.036,0.608,1.375,1770
"stretford and urmston",38," Conservative Party","2010","Predominantly Urban",0,98749,98749,6493,14470,11241,5471,4750,10672,7664,3273,1283,1493,314,1611,13.2666502836162,NA,NA,NA,NA,1.5,3418
"stretford and urmston",38," Labour Party","2015","Predominantly Urban",0,98749,98749,6493,14470,11241,5471,4750,10672,7664,3273,1283,1493,314,1611,13.2666502836162,NA,NA,NA,NA,1.5,3418
"skipton and ripon",45," Liberal Democrats","2010","Predominantly Rural",60169,39097,99266,8415,17512,8772,11094,4963,9139,6597,924,626,874,93,710,15.3387409355317,NA,NA,NA,NA,3.88888888888889,1677
"skipton and ripon",45," Labour Party","2010","Predominantly Rural",60169,39097,99266,8415,17512,8772,11094,4963,9139,6597,924,626,874,93,710,15.3387409355317,NA,NA,NA,NA,3.88888888888889,1677
"skipton and ripon",45," UK Independence Party","2010","Predominantly Rural",60169,39097,99266,8415,17512,8772,11094,4963,9139,6597,924,626,874,93,710,15.3387409355317,NA,NA,NA,NA,3.88888888888889,1677
"skipton and ripon",45," Conservative Party","2010","Predominantly Rural",60169,39097,99266,8415,17512,8772,11094,4963,9139,6597,924,626,874,93,710,15.3387409355317,NA,NA,NA,NA,3.88888888888889,1677
"skipton and ripon",45," Labour Party","2015","Predominantly Rural",60169,39097,99266,8415,17512,8772,11094,4963,9139,6597,924,626,874,93,710,15.3387409355317,NA,NA,NA,NA,3.88888888888889,1677
"skipton and ripon",45," Conservative Party","2015","Predominantly Rural",60169,39097,99266,8415,17512,8772,11094,4963,9139,6597,924,626,874,93,710,15.3387409355317,NA,NA,NA,NA,3.88888888888889,1677
"skipton and ripon",45," Liberal Democrats","2015","Predominantly Rural",60169,39097,99266,8415,17512,8772,11094,4963,9139,6597,924,626,874,93,710,15.3387409355317,NA,NA,NA,NA,3.88888888888889,1677
"skipton and ripon",45," Green Party","2017","Predominantly Rural",60169,39097,99266,8415,17512,8772,11094,4963,9139,6597,924,626,874,93,710,15.3387409355317,NA,NA,NA,NA,3.88888888888889,1677
"skipton and ripon",45," Liberal Democrats","2019","Predominantly Rural",60169,39097,99266,8415,17512,8772,11094,4963,9139,6597,924,626,874,93,710,15.3387409355317,NA,NA,NA,NA,3.88888888888889,1677
"skipton and ripon",45," Green Party","2019","Predominantly Rural",60169,39097,99266,8415,17512,8772,11094,4963,9139,6597,924,626,874,93,710,15.3387409355317,NA,NA,NA,NA,3.88888888888889,1677
"skipton and ripon",45," Conservative Party","2019","Predominantly Rural",60169,39097,99266,8415,17512,8772,11094,4963,9139,6597,924,626,874,93,710,15.3387409355317,NA,NA,NA,NA,3.88888888888889,1677
"skipton and ripon",45," Labour Party","2019","Predominantly Rural",60169,39097,99266,8415,17512,8772,11094,4963,9139,6597,924,626,874,93,710,15.3387409355317,NA,NA,NA,NA,3.88888888888889,1677
"solihull",43," Liberal Democrats","2010","Predominantly Urban",0,98817,98817,10244,17131,11114,6095,4348,8568,5034,1600,870,1166,194,1302,14.2337217207832,0.429,0.089,0.057,0.426,1.37931034482759,2662
"solihull",43," Conservative Party","2010","Predominantly Urban",0,98817,98817,10244,17131,11114,6095,4348,8568,5034,1600,870,1166,194,1302,14.2337217207832,0.429,0.089,0.057,0.426,1.37931034482759,2662
"solihull",43," Labour Party","2010","Predominantly Urban",0,98817,98817,10244,17131,11114,6095,4348,8568,5034,1600,870,1166,194,1302,14.2337217207832,0.429,0.089,0.057,0.426,1.37931034482759,2662
"solihull",43," UK Independence Party","2010","Predominantly Urban",0,98817,98817,10244,17131,11114,6095,4348,8568,5034,1600,870,1166,194,1302,14.2337217207832,0.429,0.089,0.057,0.426,1.37931034482759,2662
"solihull",43," Liberal Democrats","2015","Predominantly Urban",0,98817,98817,10244,17131,11114,6095,4348,8568,5034,1600,870,1166,194,1302,14.2337217207832,0.257,0.104,0.147,0.492,1.37931034482759,2662
"solihull",43," Green Party","2015","Predominantly Urban",0,98817,98817,10244,17131,11114,6095,4348,8568,5034,1600,870,1166,194,1302,14.2337217207832,0.257,0.104,0.147,0.492,1.37931034482759,2662
"solihull",43," UK Independence Party","2015","Predominantly Urban",0,98817,98817,10244,17131,11114,6095,4348,8568,5034,1600,870,1166,194,1302,14.2337217207832,0.257,0.104,0.147,0.492,1.37931034482759,2662
"solihull",43," Conservative Party","2015","Predominantly Urban",0,98817,98817,10244,17131,11114,6095,4348,8568,5034,1600,870,1166,194,1302,14.2337217207832,0.257,0.104,0.147,0.492,1.37931034482759,2662
"solihull",43," Labour Party","2015","Predominantly Urban",0,98817,98817,10244,17131,11114,6095,4348,8568,5034,1600,870,1166,194,1302,14.2337217207832,0.257,0.104,0.147,0.492,1.37931034482759,2662
"solihull",43," UK Independence Party","2017","Predominantly Urban",0,98817,98817,10244,17131,11114,6095,4348,8568,5034,1600,870,1166,194,1302,14.2337217207832,0.157,0.219,0.043,0.581,1.37931034482759,2662
"stroud",44," Labour Party","2010","Urban with Significant Rural",22971,76845,99816,8937,17333,8647,8415,5267,10621,7319,1195,791,895,107,911,19.0508353438038,0.154,0.386,0.051,0.408,3.08695652173913,1913
"stroud",44," UK Independence Party","2010","Urban with Significant Rural",22971,76845,99816,8937,17333,8647,8415,5267,10621,7319,1195,791,895,107,911,19.0508353438038,0.154,0.386,0.051,0.408,3.08695652173913,1913
"stroud",44," Labour Party","2015","Urban with Significant Rural",22971,76845,99816,8937,17333,8647,8415,5267,10621,7319,1195,791,895,107,911,19.0508353438038,0.034,0.377,0.131,0.457,3.08695652173913,1913
"stroud",44," Liberal Democrats","2015","Urban with Significant Rural",22971,76845,99816,8937,17333,8647,8415,5267,10621,7319,1195,791,895,107,911,19.0508353438038,0.034,0.377,0.131,0.457,3.08695652173913,1913
"stroud",44," Green Party","2015","Urban with Significant Rural",22971,76845,99816,8937,17333,8647,8415,5267,10621,7319,1195,791,895,107,911,19.0508353438038,0.034,0.377,0.131,0.457,3.08695652173913,1913
"stroud",44," Conservative Party","2015","Urban with Significant Rural",22971,76845,99816,8937,17333,8647,8415,5267,10621,7319,1195,791,895,107,911,19.0508353438038,0.034,0.377,0.131,0.457,3.08695652173913,1913
"stroud",44," Labour Party","2017","Urban with Significant Rural",22971,76845,99816,8937,17333,8647,8415,5267,10621,7319,1195,791,895,107,911,19.0508353438038,0.032,0.47,0.039,0.459,3.08695652173913,1913
"stroud",44," Liberal Democrats","2017","Urban with Significant Rural",22971,76845,99816,8937,17333,8647,8415,5267,10621,7319,1195,791,895,107,911,19.0508353438038,0.032,0.47,0.039,0.459,3.08695652173913,1913
"stroud",44," Conservative Party","2017","Urban with Significant Rural",22971,76845,99816,8937,17333,8647,8415,5267,10621,7319,1195,791,895,107,911,19.0508353438038,0.032,0.47,0.039,0.459,3.08695652173913,1913
"stroud",44," UK Independence Party","2017","Urban with Significant Rural",22971,76845,99816,8937,17333,8647,8415,5267,10621,7319,1195,791,895,107,911,19.0508353438038,0.032,0.47,0.039,0.459,3.08695652173913,1913
"stroud",44," Green Party","2017","Urban with Significant Rural",22971,76845,99816,8937,17333,8647,8415,5267,10621,7319,1195,791,895,107,911,19.0508353438038,0.032,0.47,0.039,0.459,3.08695652173913,1913
"slough",32," Conservative Party","2015","Predominantly Urban",0,134048,134048,8051,16835,12113,8408,6935,14497,11086,6632,2021,2346,646,2933,16.7748327555503,0.026,0.485,0.155,0.333,0.142857142857143,5925
"slough",32," Labour Party","2015","Predominantly Urban",0,134048,134048,8051,16835,12113,8408,6935,14497,11086,6632,2021,2346,646,2933,16.7748327555503,0.026,0.485,0.155,0.333,0.142857142857143,5925
"slough",32," UK Independence Party","2015","Predominantly Urban",0,134048,134048,8051,16835,12113,8408,6935,14497,11086,6632,2021,2346,646,2933,16.7748327555503,0.026,0.485,0.155,0.333,0.142857142857143,5925
"slough",32," Liberal Democrats","2015","Predominantly Urban",0,134048,134048,8051,16835,12113,8408,6935,14497,11086,6632,2021,2346,646,2933,16.7748327555503,0.026,0.485,0.155,0.333,0.142857142857143,5925
"slough",32," Labour Party","2017","Predominantly Urban",0,134048,134048,8051,16835,12113,8408,6935,14497,11086,6632,2021,2346,646,2933,16.7748327555503,0.024,0.629,0.03,0.316,0.142857142857143,5925
"south derbyshire",40," UK Independence Party","2015","Urban with Significant Rural",41072,53539,94611,7553,14877,8806,6394,6183,10512,8651,1406,805,939,139,934,14.271121036866,NA,NA,NA,NA,0.846153846153846,2012
"south derbyshire",40," Labour Party","2010","Urban with Significant Rural",41072,53539,94611,7553,14877,8806,6394,6183,10512,8651,1406,805,939,139,934,14.271121036866,0.159,0.314,0.073,0.455,0.846153846153846,2012
"south derbyshire",40," Conservative Party","2010","Urban with Significant Rural",41072,53539,94611,7553,14877,8806,6394,6183,10512,8651,1406,805,939,139,934,14.271121036866,0.159,0.314,0.073,0.455,0.846153846153846,2012
"south derbyshire",40," Liberal Democrats","2010","Urban with Significant Rural",41072,53539,94611,7553,14877,8806,6394,6183,10512,8651,1406,805,939,139,934,14.271121036866,0.159,0.314,0.073,0.455,0.846153846153846,2012
"south derbyshire",40," UK Independence Party","2010","Urban with Significant Rural",41072,53539,94611,7553,14877,8806,6394,6183,10512,8651,1406,805,939,139,934,14.271121036866,0.159,0.314,0.073,0.455,0.846153846153846,2012
"south derbyshire",40," Conservative Party","2015","Urban with Significant Rural",41072,53539,94611,7553,14877,8806,6394,6183,10512,8651,1406,805,939,139,934,14.271121036866,NA,NA,NA,NA,0.846153846153846,2012
"south derbyshire",40," Labour Party","2015","Urban with Significant Rural",41072,53539,94611,7553,14877,8806,6394,6183,10512,8651,1406,805,939,139,934,14.271121036866,NA,NA,NA,NA,0.846153846153846,2012
"surrey heath",41," Labour Party","2010","Predominantly Urban",14563,91061,105624,12456,20734,11589,7820,4678,8118,4988,1381,754,1158,142,888,15.0088601144479,0.258,0.102,0.063,0.576,0.714285714285714,2188
"surrey heath",41," Conservative Party","2010","Predominantly Urban",14563,91061,105624,12456,20734,11589,7820,4678,8118,4988,1381,754,1158,142,888,15.0088601144479,0.258,0.102,0.063,0.576,0.714285714285714,2188
"surrey heath",41," UK Independence Party","2010","Predominantly Urban",14563,91061,105624,12456,20734,11589,7820,4678,8118,4988,1381,754,1158,142,888,15.0088601144479,0.258,0.102,0.063,0.576,0.714285714285714,2188
"surrey heath",41," Liberal Democrats","2010","Predominantly Urban",14563,91061,105624,12456,20734,11589,7820,4678,8118,4988,1381,754,1158,142,888,15.0088601144479,0.258,0.102,0.063,0.576,0.714285714285714,2188
"somerton and frome",45," Conservative Party","2010","Predominantly Rural",77030,26203,103233,7829,16745,8154,11057,5509,10811,7951,1340,728,862,94,805,14.0816718373347,NA,NA,NA,NA,1.53333333333333,1761
"somerton and frome",45," Liberal Democrats","2010","Predominantly Rural",77030,26203,103233,7829,16745,8154,11057,5509,10811,7951,1340,728,862,94,805,14.0816718373347,NA,NA,NA,NA,1.53333333333333,1761
"somerton and frome",45," UK Independence Party","2010","Predominantly Rural",77030,26203,103233,7829,16745,8154,11057,5509,10811,7951,1340,728,862,94,805,14.0816718373347,NA,NA,NA,NA,1.53333333333333,1761
"somerton and frome",45," Green Party","2015","Predominantly Rural",77030,26203,103233,7829,16745,8154,11057,5509,10811,7951,1340,728,862,94,805,14.0816718373347,NA,NA,NA,NA,1.53333333333333,1761
"sutton and cheam",39," Conservative Party","2010","Predominantly Urban",0,94824,94824,9403,17600,11453,7557,4024,7436,4291,1884,919,1151,200,1371,4.45981251218765,0.457,0.07,0.05,0.424,2,2722
"sutton and cheam",39," Liberal Democrats","2010","Predominantly Urban",0,94824,94824,9403,17600,11453,7557,4024,7436,4291,1884,919,1151,200,1371,4.45981251218765,0.457,0.07,0.05,0.424,2,2722
"sutton and cheam",39," UK Independence Party","2010","Predominantly Urban",0,94824,94824,9403,17600,11453,7557,4024,7436,4291,1884,919,1151,200,1371,4.45981251218765,0.457,0.07,0.05,0.424,2,2722
"sutton and cheam",39," Liberal Democrats","2019","Predominantly Urban",0,94824,94824,9403,17600,11453,7557,4024,7436,4291,1884,919,1151,200,1371,4.45981251218765,0.334,0.143,0.023,0.5,2,2722
"south cambridgeshire",41," Liberal Democrats","2010","Predominantly Rural",89307,20500,109807,15780,20149,9834,7720,4512,7843,5566,1068,634,1219,133,2439,16.0852487922647,0.341,0.102,0.083,0.474,7.89473684210526,3791
"south cambridgeshire",41," Conservative Party","2010","Predominantly Rural",89307,20500,109807,15780,20149,9834,7720,4512,7843,5566,1068,634,1219,133,2439,16.0852487922647,0.341,0.102,0.083,0.474,7.89473684210526,3791
"south cambridgeshire",41," Green Party","2010","Predominantly Rural",89307,20500,109807,15780,20149,9834,7720,4512,7843,5566,1068,634,1219,133,2439,16.0852487922647,0.341,0.102,0.083,0.474,7.89473684210526,3791
"south cambridgeshire",41," UK Independence Party","2010","Predominantly Rural",89307,20500,109807,15780,20149,9834,7720,4512,7843,5566,1068,634,1219,133,2439,16.0852487922647,0.341,0.102,0.083,0.474,7.89473684210526,3791
"south cambridgeshire",41," Labour Party","2010","Predominantly Rural",89307,20500,109807,15780,20149,9834,7720,4512,7843,5566,1068,634,1219,133,2439,16.0852487922647,0.341,0.102,0.083,0.474,7.89473684210526,3791
"south cambridgeshire",41," Conservative Party","2015","Predominantly Rural",89307,20500,109807,15780,20149,9834,7720,4512,7843,5566,1068,634,1219,133,2439,16.0852487922647,NA,NA,NA,NA,7.89473684210526,3791
"south cambridgeshire",41," Liberal Democrats","2015","Predominantly Rural",89307,20500,109807,15780,20149,9834,7720,4512,7843,5566,1068,634,1219,133,2439,16.0852487922647,NA,NA,NA,NA,7.89473684210526,3791
"south cambridgeshire",41," Green Party","2015","Predominantly Rural",89307,20500,109807,15780,20149,9834,7720,4512,7843,5566,1068,634,1219,133,2439,16.0852487922647,NA,NA,NA,NA,7.89473684210526,3791
"south cambridgeshire",41," Labour Party","2015","Predominantly Rural",89307,20500,109807,15780,20149,9834,7720,4512,7843,5566,1068,634,1219,133,2439,16.0852487922647,NA,NA,NA,NA,7.89473684210526,3791
"south cambridgeshire",41," UK Independence Party","2015","Predominantly Rural",89307,20500,109807,15780,20149,9834,7720,4512,7843,5566,1068,634,1219,133,2439,16.0852487922647,NA,NA,NA,NA,7.89473684210526,3791
"south cambridgeshire",41," Liberal Democrats","2019","Predominantly Rural",89307,20500,109807,15780,20149,9834,7720,4512,7843,5566,1068,634,1219,133,2439,16.0852487922647,0.42,0.117,NA,0.463,7.89473684210526,3791
"south cambridgeshire",41," Conservative Party","2019","Predominantly Rural",89307,20500,109807,15780,20149,9834,7720,4512,7843,5566,1068,634,1219,133,2439,16.0852487922647,0.42,0.117,NA,0.463,7.89473684210526,3791
"south east cambridgeshire",40," Liberal Democrats","2010","Predominantly Rural",69994,44785,114779,13138,20227,10943,8979,5557,10233,7378,1367,789,1030,150,1035,13.9205507520919,0.376,0.076,0.068,0.48,2.58333333333333,2215
"south east cambridgeshire",40," Labour Party","2010","Predominantly Rural",69994,44785,114779,13138,20227,10943,8979,5557,10233,7378,1367,789,1030,150,1035,13.9205507520919,0.376,0.076,0.068,0.48,2.58333333333333,2215
"south east cambridgeshire",40," UK Independence Party","2010","Predominantly Rural",69994,44785,114779,13138,20227,10943,8979,5557,10233,7378,1367,789,1030,150,1035,13.9205507520919,0.376,0.076,0.068,0.48,2.58333333333333,2215
"south east cambridgeshire",40," Conservative Party","2010","Predominantly Rural",69994,44785,114779,13138,20227,10943,8979,5557,10233,7378,1367,789,1030,150,1035,13.9205507520919,0.376,0.076,0.068,0.48,2.58333333333333,2215
"south east cambridgeshire",40," Green Party","2010","Predominantly Rural",69994,44785,114779,13138,20227,10943,8979,5557,10233,7378,1367,789,1030,150,1035,13.9205507520919,0.376,0.076,0.068,0.48,2.58333333333333,2215
"south east cambridgeshire",40," Liberal Democrats","2015","Predominantly Rural",69994,44785,114779,13138,20227,10943,8979,5557,10233,7378,1367,789,1030,150,1035,13.9205507520919,NA,NA,NA,NA,2.58333333333333,2215
"south east cambridgeshire",40," Conservative Party","2017","Predominantly Rural",69994,44785,114779,13138,20227,10943,8979,5557,10233,7378,1367,789,1030,150,1035,13.9205507520919,0.19,0.277,NA,0.533,2.58333333333333,2215
"south east cambridgeshire",40," Liberal Democrats","2017","Predominantly Rural",69994,44785,114779,13138,20227,10943,8979,5557,10233,7378,1367,789,1030,150,1035,13.9205507520919,0.19,0.277,NA,0.533,2.58333333333333,2215
"south east cambridgeshire",40," Labour Party","2017","Predominantly Rural",69994,44785,114779,13138,20227,10943,8979,5557,10233,7378,1367,789,1030,150,1035,13.9205507520919,0.19,0.277,NA,0.533,2.58333333333333,2215
"south east cambridgeshire",40," Liberal Democrats","2019","Predominantly Rural",69994,44785,114779,13138,20227,10943,8979,5557,10233,7378,1367,789,1030,150,1035,13.9205507520919,0.321,0.163,0.016,0.5,2.58333333333333,2215
"south east cambridgeshire",40," Conservative Party","2019","Predominantly Rural",69994,44785,114779,13138,20227,10943,8979,5557,10233,7378,1367,789,1030,150,1035,13.9205507520919,0.321,0.163,0.016,0.5,2.58333333333333,2215
"tatton",44," Conservative Party","2015","Urban with Significant Rural",21729,62558,84287,10851,15585,7494,6945,3376,6670,4337,1325,631,734,97,1044,11.5921761119624,0.085,0.183,0.145,0.586,1.5,1875
"tatton",44," Liberal Democrats","2015","Urban with Significant Rural",21729,62558,84287,10851,15585,7494,6945,3376,6670,4337,1325,631,734,97,1044,11.5921761119624,0.085,0.183,0.145,0.586,1.5,1875
"tatton",44," Labour Party","2015","Urban with Significant Rural",21729,62558,84287,10851,15585,7494,6945,3376,6670,4337,1325,631,734,97,1044,11.5921761119624,0.085,0.183,0.145,0.586,1.5,1875
"tatton",44," Green Party","2017","Urban with Significant Rural",21729,62558,84287,10851,15585,7494,6945,3376,6670,4337,1325,631,734,97,1044,11.5921761119624,0.09,0.285,0.04,0.586,1.5,1875
"south east cornwall",47," UK Independence Party","2010","Predominantly Rural",72530,15566,88096,5587,14328,7715,9714,5100,9973,6801,1211,698,843,130,912,15.9111376517946,0.386,0.071,0.092,0.451,0.5,1885
"south east cornwall",47," Conservative Party","2010","Predominantly Rural",72530,15566,88096,5587,14328,7715,9714,5100,9973,6801,1211,698,843,130,912,15.9111376517946,0.386,0.071,0.092,0.451,0.5,1885
"south east cornwall",47," Liberal Democrats","2010","Predominantly Rural",72530,15566,88096,5587,14328,7715,9714,5100,9973,6801,1211,698,843,130,912,15.9111376517946,0.386,0.071,0.092,0.451,0.5,1885
"south holland and the deepings",44," Liberal Democrats","2010","Predominantly Rural",56937,44647,101584,5400,13495,8914,8324,6674,13552,11312,1537,1175,651,107,650,15.7346595362982,NA,NA,NA,NA,2,1408
"south holland and the deepings",44," UK Independence Party","2010","Predominantly Rural",56937,44647,101584,5400,13495,8914,8324,6674,13552,11312,1537,1175,651,107,650,15.7346595362982,NA,NA,NA,NA,2,1408
"south holland and the deepings",44," Conservative Party","2010","Predominantly Rural",56937,44647,101584,5400,13495,8914,8324,6674,13552,11312,1537,1175,651,107,650,15.7346595362982,NA,NA,NA,NA,2,1408
"south holland and the deepings",44," Labour Party","2010","Predominantly Rural",56937,44647,101584,5400,13495,8914,8324,6674,13552,11312,1537,1175,651,107,650,15.7346595362982,NA,NA,NA,NA,2,1408
"south holland and the deepings",44," Green Party","2010","Predominantly Rural",56937,44647,101584,5400,13495,8914,8324,6674,13552,11312,1537,1175,651,107,650,15.7346595362982,NA,NA,NA,NA,2,1408
"south holland and the deepings",44," UK Independence Party","2015","Predominantly Rural",56937,44647,101584,5400,13495,8914,8324,6674,13552,11312,1537,1175,651,107,650,15.7346595362982,NA,NA,NA,NA,2,1408
"south holland and the deepings",44," Liberal Democrats","2015","Predominantly Rural",56937,44647,101584,5400,13495,8914,8324,6674,13552,11312,1537,1175,651,107,650,15.7346595362982,NA,NA,NA,NA,2,1408
"south holland and the deepings",44," Conservative Party","2015","Predominantly Rural",56937,44647,101584,5400,13495,8914,8324,6674,13552,11312,1537,1175,651,107,650,15.7346595362982,NA,NA,NA,NA,2,1408
"south holland and the deepings",44," Labour Party","2015","Predominantly Rural",56937,44647,101584,5400,13495,8914,8324,6674,13552,11312,1537,1175,651,107,650,15.7346595362982,NA,NA,NA,NA,2,1408
"south holland and the deepings",44," Green Party","2015","Predominantly Rural",56937,44647,101584,5400,13495,8914,8324,6674,13552,11312,1537,1175,651,107,650,15.7346595362982,NA,NA,NA,NA,2,1408
"south holland and the deepings",44," Conservative Party","2017","Predominantly Rural",56937,44647,101584,5400,13495,8914,8324,6674,13552,11312,1537,1175,651,107,650,15.7346595362982,NA,NA,NA,NA,2,1408
"south holland and the deepings",44," Conservative Party","2019","Predominantly Rural",56937,44647,101584,5400,13495,8914,8324,6674,13552,11312,1537,1175,651,107,650,15.7346595362982,NA,NA,NA,NA,2,1408
"taunton deane",43," Conservative Party","2015","Urban with Significant Rural",31744,78443,110187,7718,18184,10987,8365,5412,12410,8036,1687,790,1169,144,1263,2.85017451148855,0.213,0.092,0.213,0.481,3.9,2576
"taunton deane",43," Labour Party","2015","Urban with Significant Rural",31744,78443,110187,7718,18184,10987,8365,5412,12410,8036,1687,790,1169,144,1263,2.85017451148855,0.213,0.092,0.213,0.481,3.9,2576
"taunton deane",43," Liberal Democrats","2015","Urban with Significant Rural",31744,78443,110187,7718,18184,10987,8365,5412,12410,8036,1687,790,1169,144,1263,2.85017451148855,0.213,0.092,0.213,0.481,3.9,2576
"taunton deane",43," Green Party","2015","Urban with Significant Rural",31744,78443,110187,7718,18184,10987,8365,5412,12410,8036,1687,790,1169,144,1263,2.85017451148855,0.213,0.092,0.213,0.481,3.9,2576
"taunton deane",43," UK Independence Party","2015","Urban with Significant Rural",31744,78443,110187,7718,18184,10987,8365,5412,12410,8036,1687,790,1169,144,1263,2.85017451148855,0.213,0.092,0.213,0.481,3.9,2576
"taunton deane",43," Conservative Party","2017","Urban with Significant Rural",31744,78443,110187,7718,18184,10987,8365,5412,12410,8036,1687,790,1169,144,1263,2.85017451148855,0.277,0.154,0.041,0.529,3.9,2576
